1200
drag,2013,4430,15,30,1
drag,65638,66443,22,28,1
rotate,66443,0
rotate,66846,1
rotate,67248,0
rotate,67651,1
note,68054,22
note,68255,22
note,68356,22
note,68658,22
rotate,68859,0
rotate,69262,1
note,69664,20
note,69866,20
note,69966,20
drag,70268,70671,20,26,1
note,70872,26
note,71074,28
drag,71275,71879,30,4,1
drag,72081,72685,4,30,-1
rotate,72886,1
rotate,73188,0
rotate,73490,1
drag,73893,74295,30,20,-1
note,74497,19
note,74698,19
note,74799,19
drag,75101,75503,19,14,-1
note,75503,14
note,75705,13
note,75906,12
note,76107,11
note,76309,11
note,76409,11
drag,76711,77114,11,16,1
note,77315,17
note,77517,19
drag,77718,78121,19,15,-1
rotate,78121,1
drag,78523,78926,15,19,1
rotate,78926,0
rotate,79329,1
rotate,79732,0
rotate,80134,1
rotate,80537,0
note,80940,22
note,81141,22
note,81242,22
drag,81544,81846,22,28,1
note,82148,30
note,82349,1
note,82550,3
note,82752,5
note,82852,7
drag,83154,83456,7,12,1
note,83557,12
note,83758,12
note,83960,12
drag,84161,84564,12,18,1
drag,84564,84966,18,12,-1
drag,84966,85369,12,18,1
drag,85369,85772,18,12,-1
drag,85772,86980,12,21,1
rotate,87383,0
rotate,88188,1
note,88993,24
note,89195,22
note,89396,20
note,89597,18
note,89799,16
note,90604,14
note,92215,20
note,93826,30
note,94631,20
rotate,95436,1
drag,97047,97349,16,12,-1
note,97450,12
drag,97852,98154,12,16,1
note,98255,16
drag,98658,98960,16,12,-1
note,99060,12
drag,99463,99765,12,16,1
note,99866,16
drag,100268,100570,16,12,-1
note,100671,12
drag,101074,101376,12,16,1
note,101477,16
drag,101879,103087,16,22,1
note,103490,25
note,103591,25
note,103893,23
note,103993,23
note,104295,20
note,104396,20
note,104497,20
note,104597,20
note,104698,20
note,104899,22
note,105101,20
note,105201,20
note,105403,22
note,105503,22
note,105705,24
note,105805,24
rotate,106309,0
drag,106711,107919,20,12,-1
note,108121,11
note,108322,8
note,108423,8
note,108624,10
note,108725,10
note,108926,12
rotate,109128,1
rotate,109530,0
rotate,109933,1
note,110235,12
note,110336,10
note,110537,10
drag,110738,111342,10,20,1
rotate,111544,1
note,111846,23
note,111946,25
note,112148,25
drag,112349,112953,25,15,-1
drag,113154,113456,15,19,1
note,113557,19
drag,113960,114262,19,25,1
note,114362,25
note,114765,27
note,114866,27
note,115067,30
note,115168,30
note,115369,2
note,115570,30
note,115671,30
note,115772,30
note,115973,1
rotate,116376,1
rotate,116779,0
rotate,117181,1
rotate,117584,0
note,117987,30
note,118289,30
drag,118591,118792,30,30,1
note,119597,3
note,119799,3
note,119899,3
note,120201,3
rotate,120403,0
rotate,120805,1
note,121208,28
note,121409,28
note,121510,28
drag,121812,122215,28,20,-1
note,122416,18
note,122617,16
drag,122819,123423,16,22,1
drag,123624,124228,22,16,-1
rotate,124430,1
rotate,124832,0
rotate,125235,0
rotate,125638,1
note,126040,16
note,126242,16
note,126342,16
note,126644,16
rotate,126846,1
rotate,127248,0
note,127651,12
note,127852,12
note,127953,12
drag,128255,128658,12,18,1
note,128859,16
note,129060,14
drag,129262,129664,14,8,-1
drag,129664,130067,8,14,1
drag,130067,130470,14,8,-1
drag,130470,130872,8,14,1
drag,130872,131879,14,1,-1
note,132483,30
note,132685,30
note,132785,30
drag,133087,133490,30,24,-1
note,133490,24
note,133691,23
note,133893,22
note,134094,21
note,134295,21
note,134396,21
drag,134698,135101,22,28,1
note,135302,30
note,135503,30
drag,135705,136309,30,7,1
note,136510,8
note,136711,9
note,136913,10
note,137114,11
rotate,137315,0
rotate,137718,1
rotate,138121,0
rotate,138524,1
drag,138926,139530,11,3,-1
note,139732,7
note,139933,4
note,140134,8
note,140336,5
drag,140537,141342,6,14,1
note,141544,10
note,141745,16
note,141946,14
drag,142148,142550,14,20,1
drag,142550,142953,20,14,-1
drag,142953,143356,14,20,1
drag,143356,143758,20,14,-1
drag,143758,145369,14,20,1
rotate,145369,0
rotate,146174,1
rotate,146980,0
